,number,aver_price,lat,long,demand,region,geometry
410,410,1498215.017264587,35.5492715244615,129.274166061838,23,삼호동,POINT (129.274166061838 35.5492715244615)
411,411,1512831.0,35.5498841021311,129.270327325316,9,삼호동,POINT (129.270327325316 35.5498841021311)
412,412,1538387.577520312,35.5487585304517,129.273496821472,6,삼호동,POINT (129.273496821472 35.5487585304517)
414,414,1563164.108618654,35.551717163437,129.268820315524,7,삼호동,POINT (129.268820315524 35.551717163437)
415,415,1610808.805342567,35.5488450097701,129.271107759519,16,삼호동,POINT (129.271107759519 35.5488450097701)
416,416,1675347.222222222,35.5487209292806,129.27240154657,13,삼호동,POINT (129.27240154657 35.5487209292806)
417,417,1858338.198093014,35.5493509042427,129.272419234632,4,삼호동,POINT (129.272419234632 35.5493509042427)
418,418,1892235.893084429,35.548968894872,129.270927950038,9,삼호동,POINT (129.270927950038 35.548968894872)
419,419,2006816.0,35.5514720336512,129.264363598903,15,삼호동,POINT (129.264363598903 35.5514720336512)
420,420,2011446.0,35.5507055069516,129.265434756036,10,삼호동,POINT (129.265434756036 35.5507055069516)
421,421,556825.7246109595,35.5331419562946,129.331956856864,8,삼산동,POINT (129.331956856864 35.5331419562946)
422,422,612464.1833810889,35.5451959315684,129.32534235066,16,삼산동,POINT (129.32534235066 35.5451959315684)
423,423,613088.9627767415,35.5345276432101,129.333274298958,7,삼산동,POINT (129.333274298958 35.5345276432101)
424,424,641948.6441084713,35.534239188733,129.333316065506,7,삼산동,POINT (129.333316065506 35.534239188733)
425,425,642797.3199329984,35.5340625122878,129.338494208082,7,삼산동,POINT (129.338494208082 35.5340625122878)
426,426,651788.5076650329,35.5343211686899,129.332173367477,8,삼산동,POINT (129.332173367477 35.5343211686899)
427,427,685064.935064935,35.5425277677542,129.341540083918,8,삼산동,POINT (129.341540083918 35.5425277677542)
428,428,690508.9408528197,35.5430809105837,129.33104657825,7,삼산동,POINT (129.33104657825 35.5430809105837)
429,429,705175.6409698342,35.5455831355775,129.329100607819,7,삼산동,POINT (129.329100607819 35.5455831355775)
430,430,706549.7679216091,35.5367405515336,129.334003100801,9,삼산동,POINT (129.334003100801 35.5367405515336)
431,431,709260.7542382657,35.5348146176176,129.329271509372,5,달동,POINT (129.329271509372 35.5348146176176)
432,432,739422.9165508422,35.5383556272276,129.332253797636,20,삼산동,POINT (129.332253797636 35.5383556272276)
433,433,754017.3053152037,35.5384043041561,129.334997716166,7,삼산동,POINT (129.334997716166 35.5384043041561)
434,434,770198.0509273814,35.537908647803,129.331631333639,15,삼산동,POINT (129.331631333639 35.537908647803)
435,435,772523.2278943522,35.5425002619144,129.326004891157,19,삼산동,POINT (129.326004891157 35.5425002619144)
436,436,773449.7425565256,35.5460641613082,129.324370375417,12,신정5동,POINT (129.324370375417 35.5460641613082)
437,437,797770.9341545681,35.5372893475202,129.340864554849,2,삼산동,POINT (129.340864554849 35.5372893475202)
438,438,805208.6101514748,35.5403320410986,129.333459953759,7,삼산동,POINT (129.333459953759 35.5403320410986)
439,439,809259.9920854769,35.5372097912916,129.329661398029,17,삼산동,POINT (129.329661398029 35.5372097912916)
440,440,810285.7142857143,35.537745918398,129.338546861296,6,삼산동,POINT (129.338546861296 35.537745918398)
441,441,813519.7087509552,35.5348463249168,129.329525032078,7,삼산동,POINT (129.329525032078 35.5348463249168)
442,442,813849.2309814469,35.5452009772328,129.332884513491,1,삼산동,POINT (129.332884513491 35.5452009772328)
443,443,817725.6489148616,35.5368916303527,129.340132246648,8,삼산동,POINT (129.340132246648 35.5368916303527)
444,444,825098.3402091528,35.5456506084355,129.328262890012,6,삼산동,POINT (129.328262890012 35.5456506084355)
445,445,825971.1120459964,35.534261243797,129.331841481028,13,삼산동,POINT (129.331841481028 35.534261243797)
446,446,829145.7286432161,35.5420850199153,129.331149311299,22,삼산동,POINT (129.331149311299 35.5420850199153)
447,447,834061.4822464057,35.5381916336891,129.335182512461,8,삼산동,POINT (129.335182512461 35.5381916336891)
448,448,835034.3291890889,35.5410026730577,129.331631747215,1,삼산동,POINT (129.331631747215 35.5410026730577)
449,449,836700.3367003369,35.538327852675,129.33384785145,7,삼산동,POINT (129.33384785145 35.538327852675)
450,450,844677.1378708552,35.5393033200713,129.33186237823,16,삼산동,POINT (129.33186237823 35.5393033200713)
451,451,845198.6216760939,35.5336696980879,129.333091058552,7,삼산동,POINT (129.333091058552 35.5336696980879)
452,452,848359.8376472155,35.5416760089572,129.339657239529,8,삼산동,POINT (129.339657239529 35.5416760089572)
453,453,850133.5924216663,35.543929524721,129.331354446187,7,삼산동,POINT (129.331354446187 35.543929524721)
454,454,853845.2479095514,35.5375018704803,129.339167496703,7,삼산동,POINT (129.339167496703 35.5375018704803)
455,455,854542.0769087869,35.5374928681127,129.339000059922,4,삼산동,POINT (129.339000059922 35.5374928681127)
456,456,854917.0376365844,35.5389421872947,129.331260629314,10,삼산동,POINT (129.331260629314 35.5389421872947)
457,457,860342.6537120818,35.5413849051107,129.331625591216,12,삼산동,POINT (129.331625591216 35.5413849051107)
458,458,861352.8048620523,35.5413185511461,129.344224224979,22,삼산동,POINT (129.344224224979 35.5413185511461)
459,459,867073.2603424204,35.5347016963268,129.336766445727,8,삼산동,POINT (129.336766445727 35.5347016963268)
460,460,867563.7393767707,35.5445378123172,129.327882947841,12,삼산동,POINT (129.327882947841 35.5445378123172)
461,461,867584.0699899753,35.535244951148,129.338397419527,12,삼산동,POINT (129.338397419527 35.535244951148)
462,462,868843.9887961275,35.5456112020662,129.328778561145,19,삼산동,POINT (129.328778561145 35.5456112020662)
463,463,871003.9960039959,35.5376741764192,129.339008302113,22,삼산동,POINT (129.339008302113 35.5376741764192)
464,464,871499.5276838223,35.5384589810042,129.333799647178,10,삼산동,POINT (129.333799647178 35.5384589810042)
465,465,877824.1473593323,35.5352710806794,129.337346028454,11,삼산동,POINT (129.337346028454 35.5352710806794)
466,466,880413.4735341293,35.5391577155209,129.334904923543,15,삼산동,POINT (129.334904923543 35.5391577155209)
467,467,881227.5344954198,35.539590513621,129.332865587568,12,삼산동,POINT (129.332865587568 35.539590513621)
468,468,882312.0744754759,35.5376684754957,129.335242037476,10,삼산동,POINT (129.335242037476 35.5376684754957)
469,469,886524.8226950355,35.5390100542783,129.335088518573,5,삼산동,POINT (129.335088518573 35.5390100542783)
470,470,886802.2952529994,35.5333430474921,129.339033430748,13,삼산동,POINT (129.339033430748 35.5333430474921)
471,471,890670.2293475841,35.5385172371285,129.332937196709,7,삼산동,POINT (129.332937196709 35.5385172371285)
472,472,896125.2050990786,35.5375383039949,129.335256832627,7,삼산동,POINT (129.335256832627 35.5375383039949)
473,473,896860.9865470851,35.5376181754362,129.32817712545,5,달동,POINT (129.32817712545 35.5376181754362)
474,474,897071.0716268739,35.5336509118883,129.335299457305,14,삼산동,POINT (129.335299457305 35.5336509118883)
475,475,900900.900900901,35.5345469337472,129.339900403653,8,삼산동,POINT (129.339900403653 35.5345469337472)
476,476,903894.4139789944,35.5386134365622,129.332856628321,13,삼산동,POINT (129.332856628321 35.5386134365622)
477,477,904490.147518036,35.5418767218026,129.331237981155,16,삼산동,POINT (129.331237981155 35.5418767218026)
478,478,907708.8177428009,35.5413176646218,129.332189280834,7,삼산동,POINT (129.332189280834 35.5413176646218)
479,479,914139.8461485392,35.5411807618295,129.346009561749,10,삼산동,POINT (129.346009561749 35.5411807618295)
480,480,916666.6666666665,35.5328314078121,129.333264758347,7,대현동,POINT (129.333264758347 35.5328314078121)
481,481,918830.7081027387,35.5381093145156,129.335026189269,9,삼산동,POINT (129.335026189269 35.5381093145156)
482,482,919662.5370525195,35.533264273068,129.331654694259,9,삼산동,POINT (129.331654694259 35.533264273068)
483,483,920454.5454545456,35.5457137367502,129.326360444908,9,삼산동,POINT (129.326360444908 35.5457137367502)
484,484,920730.8300963887,35.5384493779278,129.332685844551,11,삼산동,POINT (129.332685844551 35.5384493779278)
485,485,921766.7976792064,35.5380486552838,129.330557839669,10,삼산동,POINT (129.330557839669 35.5380486552838)
486,486,922780.7971014492,35.5395312006958,129.335027749655,23,삼산동,POINT (129.335027749655 35.5395312006958)
487,487,924204.5048265998,35.543845868706,129.331070029137,7,삼산동,POINT (129.331070029137 35.543845868706)
488,488,924855.4913294798,35.5329786237528,129.332026807834,15,대현동,POINT (129.332026807834 35.5329786237528)
489,489,926438.5999604508,35.5429557959363,129.325904288816,9,삼산동,POINT (129.325904288816 35.5429557959363)
490,490,928438.7944579346,35.5349462231026,129.337088810823,7,삼산동,POINT (129.337088810823 35.5349462231026)
492,492,929399.7271487041,35.5383230539473,129.335167542714,10,삼산동,POINT (129.335167542714 35.5383230539473)
493,493,930802.204531537,35.543661012633,129.331037580117,18,삼산동,POINT (129.331037580117 35.543661012633)
494,494,930802.6102222664,35.5386502188684,129.334964530544,13,삼산동,POINT (129.334964530544 35.5386502188684)
495,495,933662.8114332295,35.5384831148139,129.3293654829,7,삼산동,POINT (129.3293654829 35.5384831148139)
496,496,934678.0040867444,35.5335001988981,129.335504472517,7,삼산동,POINT (129.335504472517 35.5335001988981)
497,497,941066.5420810252,35.5429924812357,129.330736406505,5,삼산동,POINT (129.330736406505 35.5429924812357)
498,498,945349.1581562242,35.5390237875403,129.331543188844,8,삼산동,POINT (129.331543188844 35.5390237875403)
499,499,945989.6507115136,35.5388456808954,129.327970209559,20,삼산동,POINT (129.327970209559 35.5388456808954)
500,500,947315.0962512664,35.5450758405479,129.325288210371,16,삼산동,POINT (129.325288210371 35.5450758405479)
501,501,947567.9090334808,35.545514347928,129.325156952166,12,삼산동,POINT (129.325156952166 35.545514347928)
502,502,948621.0380571043,35.5424545056761,129.331208202582,9,삼산동,POINT (129.331208202582 35.5424545056761)
503,503,949667.616334283,35.5381111338928,129.33391206741,10,삼산동,POINT (129.33391206741 35.5381111338928)
504,504,953749.0186908081,35.5449595124319,129.331794572789,7,삼산동,POINT (129.331794572789 35.5449595124319)
505,505,953812.9023164028,35.5377989137943,129.335227192685,8,삼산동,POINT (129.335227192685 35.5377989137943)
506,506,955396.4757709252,35.5415680134758,129.341039158064,20,삼산동,POINT (129.341039158064 35.5415680134758)
507,507,956055.2512637108,35.5406904665074,129.339639194894,10,삼산동,POINT (129.339639194894 35.5406904665074)
508,508,959088.8655777012,35.54362664154,129.330920766973,9,삼산동,POINT (129.330920766973 35.54362664154)
509,509,959492.4998347982,35.5375088974144,129.328218665254,8,달동,POINT (129.328218665254 35.5375088974144)
510,510,959597.4371726984,35.5387563767016,129.332796917233,12,삼산동,POINT (129.332796917233 35.5387563767016)
511,511,961081.402257873,35.5392162693209,129.331553567951,18,삼산동,POINT (129.331553567951 35.5392162693209)
512,512,962235.549990114,35.5445553893167,129.32920858866,10,삼산동,POINT (129.32920858866 35.5445553893167)
513,513,963008.984897725,35.5441713954868,129.325156603279,6,삼산동,POINT (129.325156603279 35.5441713954868)
514,514,963135.1710395216,35.5385952819955,129.334282677025,11,삼산동,POINT (129.334282677025 35.5385952819955)
515,515,964536.2431800469,35.5414629508807,129.335605250469,14,삼산동,POINT (129.335605250469 35.5414629508807)
516,516,965776.6372166828,35.537245311075,129.333701267993,10,삼산동,POINT (129.333701267993 35.537245311075)
517,517,966369.665706438,35.5448048367524,129.331773852131,12,삼산동,POINT (129.331773852131 35.5448048367524)
518,518,966702.4704618688,35.5441009049417,129.327902394286,13,삼산동,POINT (129.327902394286 35.5441009049417)
519,519,967995.1164210342,35.5361781608729,129.331936974448,13,삼산동,POINT (129.331936974448 35.5361781608729)
520,520,969630.4427369193,35.5368910658981,129.331010550702,7,삼산동,POINT (129.331010550702 35.5368910658981)
521,521,970011.6128150831,35.5425353751855,129.331489629935,11,삼산동,POINT (129.331489629935 35.5425353751855)
522,522,970140.6786060176,35.5406041114626,129.352739692705,7,삼산동,POINT (129.352739692705 35.5406041114626)
523,523,970782.7228813956,35.538350135044,129.332023130294,9,삼산동,POINT (129.332023130294 35.538350135044)
524,524,972956.0077418005,35.5427444617127,129.325967577652,12,삼산동,POINT (129.325967577652 35.5427444617127)
525,525,981184.9695401369,35.5435611744029,129.332050057514,8,삼산동,POINT (129.332050057514 35.5435611744029)
526,526,981917.3653904436,35.5338721104302,129.335224747654,7,삼산동,POINT (129.335224747654 35.5338721104302)
527,527,989085.9481582536,35.5381750149278,129.332096322923,13,삼산동,POINT (129.332096322923 35.5381750149278)
528,528,991731.5872484826,35.538349935793,129.33073763919,7,삼산동,POINT (129.33073763919 35.538349935793)
529,529,995600.0899251694,35.5336054857009,129.336066051255,8,삼산동,POINT (129.336066051255 35.5336054857009)
530,530,996332.1837192752,35.5342676721829,129.333467843544,12,삼산동,POINT (129.333467843544 35.5342676721829)
531,531,1004761.904761905,35.5403672321434,129.343787340552,18,삼산동,POINT (129.343787340552 35.5403672321434)
532,532,1006022.447303586,35.5378912830773,129.343655174558,14,삼산동,POINT (129.343655174558 35.5378912830773)
533,533,1007639.311993251,35.5331657749353,129.331696814709,4,삼산동,POINT (129.331696814709 35.5331657749353)
534,534,1007775.219408016,35.5361136946431,129.335963459472,14,삼산동,POINT (129.335963459472 35.5361136946431)
535,535,1009376.032445857,35.5400606385968,129.340060852603,10,삼산동,POINT (129.340060852603 35.5400606385968)
536,536,1009380.65719458,35.5433976582636,129.332124566807,10,삼산동,POINT (129.332124566807 35.5433976582636)
537,537,1010101.01010101,35.5397235561625,129.34544954005,7,삼산동,POINT (129.34544954005 35.5397235561625)
538,538,1010629.029447639,35.5421894832236,129.33110482487,4,삼산동,POINT (129.33110482487 35.5421894832236)
539,539,1011913.663326853,35.5379997214299,129.332169578595,7,삼산동,POINT (129.332169578595 35.5379997214299)
540,540,1012426.900584795,35.5413325383417,129.344060114357,8,삼산동,POINT (129.344060114357 35.5413325383417)
541,541,1014361.75554886,35.5413073099641,129.333282721306,7,삼산동,POINT (129.333282721306 35.5413073099641)
542,542,1014377.701331922,35.5387865621688,129.327756012551,18,삼산동,POINT (129.327756012551 35.5387865621688)
543,543,1018322.762508809,35.5429023835967,129.327860301414,19,삼산동,POINT (129.327860301414 35.5429023835967)
544,544,1018568.595637281,35.5373312907577,129.347780561078,20,삼산동,POINT (129.347780561078 35.5373312907577)
545,545,1019599.443075934,35.5393040636156,129.33488756526,8,삼산동,POINT (129.33488756526 35.5393040636156)
546,546,1019747.491097443,35.5446385394708,129.327385675621,19,삼산동,POINT (129.327385675621 35.5446385394708)
547,547,1021795.861359209,35.5339096658265,129.332549917882,8,삼산동,POINT (129.332549917882 35.5339096658265)
548,548,1022952.729390779,35.5439628134156,129.32897199135,9,삼산동,POINT (129.32897199135 35.5439628134156)
549,549,1026979.98259356,35.5431930439136,129.33223526611,8,삼산동,POINT (129.33223526611 35.5431930439136)
550,550,1027992.277992278,35.5349944949279,129.331236389144,6,삼산동,POINT (129.331236389144 35.5349944949279)
551,551,1028101.439342015,35.5430415766312,129.330911439453,5,삼산동,POINT (129.330911439453 35.5430415766312)
552,552,1033086.941217881,35.5397875881014,129.351449795791,13,삼산동,POINT (129.351449795791 35.5397875881014)
553,553,1033638.589173996,35.5389310777079,129.327935936346,1,삼산동,POINT (129.327935936346 35.5389310777079)
554,554,1033899.990058654,35.5436602815456,129.328395418174,7,삼산동,POINT (129.328395418174 35.5436602815456)
555,555,1037580.665570037,35.5376832576872,129.329960757948,10,삼산동,POINT (129.329960757948 35.5376832576872)
556,556,1039994.864222893,35.5438397148922,129.329026240295,10,삼산동,POINT (129.329026240295 35.5438397148922)
557,557,1042090.970807875,35.5458751129612,129.32620061714,7,삼산동,POINT (129.32620061714 35.5458751129612)
558,558,1043046.357615894,35.5434547310775,129.345577307519,8,삼산동,POINT (129.345577307519 35.5434547310775)
559,559,1047045.094873475,35.5396343977852,129.347156633048,11,삼산동,POINT (129.347156633048 35.5396343977852)
560,560,1049891.540130152,35.5372912079494,129.333880487244,13,삼산동,POINT (129.333880487244 35.5372912079494)
561,561,1050389.305127075,35.5391409584168,129.335073255806,6,삼산동,POINT (129.335073255806 35.5391409584168)
562,562,1051051.051051051,35.5376684686552,129.335075798308,12,삼산동,POINT (129.335075798308 35.5376684686552)
563,563,1052434.923402665,35.5376512870808,129.333907226693,9,삼산동,POINT (129.333907226693 35.5376512870808)
564,564,1053886.504530282,35.5379295781483,129.335212308099,10,삼산동,POINT (129.335212308099 35.5379295781483)
565,565,1054390.888081875,35.5373532416729,129.332437518229,8,삼산동,POINT (129.332437518229 35.5373532416729)
566,566,1056389.334110447,35.5368709432071,129.33059913479,7,삼산동,POINT (129.33059913479 35.5368709432071)
567,567,1058201.058201059,35.5375380226998,129.329797952603,18,삼산동,POINT (129.329797952603 35.5375380226998)
568,568,1059056.417024084,35.5422941928791,129.331060273788,1,삼산동,POINT (129.331060273788 35.5422941928791)
569,569,1059777.904187174,35.5346922338736,129.33296901045,10,삼산동,POINT (129.33296901045 35.5346922338736)
570,570,1059946.651691703,35.5395968831839,129.334852852124,8,삼산동,POINT (129.334852852124 35.5395968831839)
571,571,1061370.96283681,35.5377720258251,129.333860150992,11,삼산동,POINT (129.333860150992 35.5377720258251)
572,572,1063299.936294666,35.5373779554459,129.331434075712,10,삼산동,POINT (129.331434075712 35.5373779554459)
573,573,1066927.422859626,35.5335680158393,129.337132662815,10,삼산동,POINT (129.337132662815 35.5335680158393)
574,574,1067287.634017368,35.5379472936809,129.331764553252,13,삼산동,POINT (129.331764553252 35.5379472936809)
575,575,1067891.329607702,35.5347480640578,129.3395519642,8,삼산동,POINT (129.3395519642 35.5347480640578)
576,576,1068428.350053014,35.5435035241905,129.328669589929,13,삼산동,POINT (129.328669589929 35.5435035241905)
577,577,1071935.942141289,35.5393735282598,129.344367380657,8,삼산동,POINT (129.344367380657 35.5393735282598)
578,578,1072451.903397462,35.5449946302263,129.327772007915,8,삼산동,POINT (129.327772007915 35.5449946302263)
579,579,1073110.476337528,35.5416924714459,129.331319021531,18,삼산동,POINT (129.331319021531 35.5416924714459)
580,580,1073417.721518987,35.5386355078934,129.331080924991,10,삼산동,POINT (129.331080924991 35.5386355078934)
581,581,1076706.342360991,35.5397177668738,129.345996902281,15,삼산동,POINT (129.345996902281 35.5397177668738)
582,582,1080612.083924909,35.537795278027,129.33441495718,13,삼산동,POINT (129.33441495718 35.537795278027)
583,583,1083474.656114566,35.5382601963549,129.331109578586,13,삼산동,POINT (129.331109578586 35.5382601963549)
584,584,1084381.744485972,35.5384898985832,129.333350573099,12,삼산동,POINT (129.333350573099 35.5384898985832)
585,585,1085267.667969302,35.5399526504787,129.349040382841,11,삼산동,POINT (129.349040382841 35.5399526504787)
586,586,1085938.165403288,35.5376792619844,129.333131403083,10,삼산동,POINT (129.333131403083 35.5376792619844)
587,587,1086350.974930362,35.5390284499382,129.332683248285,8,삼산동,POINT (129.332683248285 35.5390284499382)
588,588,1087766.353747579,35.5388730383156,129.327724225661,19,삼산동,POINT (129.327724225661 35.5388730383156)
589,589,1089806.620780072,35.5422723542174,129.331817703197,8,삼산동,POINT (129.331817703197 35.5422723542174)
590,590,1090604.026845638,35.5396605044378,129.335012669717,6,삼산동,POINT (129.335012669717 35.5396605044378)
591,591,1092862.435169178,35.5385657293413,129.333132553128,10,삼산동,POINT (129.333132553128 35.5385657293413)
592,592,1093030.396070003,35.5397443886334,129.334839578004,18,삼산동,POINT (129.334839578004 35.5397443886334)
593,593,1093955.802722084,35.5379843158873,129.331899060093,8,삼산동,POINT (129.331899060093 35.5379843158873)
594,594,1094804.318488529,35.5335232502719,129.333358258418,9,삼산동,POINT (129.333358258418 35.5335232502719)
595,595,1095871.040723982,35.543334759122,129.331911658807,13,삼산동,POINT (129.331911658807 35.543334759122)
596,596,1096095.01096095,35.5376082636403,129.334482159206,10,삼산동,POINT (129.334482159206 35.5376082636403)
597,597,1097725.048923679,35.539952944605,129.334762163228,13,삼산동,POINT (129.334762163228 35.539952944605)
598,598,1098269.219711345,35.5396205168293,129.345985519842,7,삼산동,POINT (129.345985519842 35.5396205168293)
599,599,1098334.655035686,35.5353642725013,129.338358840714,6,삼산동,POINT (129.338358840714 35.5353642725013)
600,600,1099113.742791904,35.5335604100979,129.333775826175,19,삼산동,POINT (129.333775826175 35.5335604100979)
601,601,1099738.675958188,35.5415787885166,129.340900956203,8,삼산동,POINT (129.340900956203 35.5415787885166)
602,602,1100104.275286757,35.5367088462983,129.333835200681,21,삼산동,POINT (129.333835200681 35.5367088462983)
603,603,1100606.744743897,35.5350966010953,129.329160798532,19,달동,POINT (129.329160798532 35.5350966010953)
604,604,1100948.509485095,35.5385044130569,129.333960627502,12,삼산동,POINT (129.333960627502 35.5385044130569)
605,605,1101278.269419862,35.5429348797313,129.327970666337,10,삼산동,POINT (129.327970666337 35.5429348797313)
606,606,1101494.885916601,35.5410995201231,129.33577844731,10,삼산동,POINT (129.33577844731 35.5410995201231)
607,607,1102111.273403266,35.5357140391317,129.331203628542,15,삼산동,POINT (129.331203628542 35.5357140391317)
608,608,1103358.753853643,35.5406524711959,129.352090709781,7,삼산동,POINT (129.352090709781 35.5406524711959)
610,610,1106032.906764169,35.5445041435355,129.327768342549,9,삼산동,POINT (129.327768342549 35.5445041435355)
611,611,1112680.522325675,35.5437146891627,129.329378577237,21,삼산동,POINT (129.329378577237 35.5437146891627)
612,612,1114356.810559342,35.5394015143081,129.335042858166,7,삼산동,POINT (129.335042858166 35.5394015143081)
613,613,1118323.169236303,35.5398630224742,129.342754406415,9,삼산동,POINT (129.342754406415 35.5398630224742)
614,614,1124213.836477988,35.5400630766357,129.344933759466,7,삼산동,POINT (129.344933759466 35.5400630766357)
615,615,1124332.246928818,35.543971487499,129.331497105386,12,삼산동,POINT (129.331497105386 35.543971487499)
616,616,1130215.497478221,35.5336263518187,129.335168816499,14,삼산동,POINT (129.335168816499 35.5336263518187)
617,617,1130952.380952381,35.5380154425344,129.338623463595,11,삼산동,POINT (129.338623463595 35.5380154425344)
618,618,1131279.235306081,35.5388046940642,129.333891056384,8,삼산동,POINT (129.333891056384 35.5388046940642)
619,619,1132417.929292929,35.5397330506884,129.348681652848,11,삼산동,POINT (129.348681652848 35.5397330506884)
620,620,1135036.212133012,35.5377125948509,129.334848115541,13,삼산동,POINT (129.334848115541 35.5377125948509)
621,621,1135933.955129821,35.539985515747,129.342768864812,8,삼산동,POINT (129.342768864812 35.539985515747)
622,622,1139846.743295019,35.5439097461407,129.346746359442,12,삼산동,POINT (129.346746359442 35.5439097461407)
623,623,1140684.410646388,35.5383681426548,129.332719865767,13,삼산동,POINT (129.332719865767 35.5383681426548)
624,624,1142056.779615364,35.5384408363105,129.338311190763,21,삼산동,POINT (129.338311190763 35.5384408363105)
625,625,1143292.682926829,35.5382574789425,129.33229482614,12,삼산동,POINT (129.33229482614 35.5382574789425)
626,626,1144910.364722852,35.5398718039043,129.345466876414,10,삼산동,POINT (129.345466876414 35.5398718039043)
627,627,1146979.44778908,35.5381355738018,129.328116090378,20,삼산동,POINT (129.328116090378 35.5381355738018)
628,628,1148734.890006757,35.5386132241194,129.333299034049,13,삼산동,POINT (129.333299034049 35.5386132241194)
629,629,1149606.024075336,35.5396334263094,129.35000019851,11,삼산동,POINT (129.35000019851 35.5396334263094)
630,630,1149888.030596583,35.5379981145651,129.327994094985,6,달동,POINT (129.327994094985 35.5379981145651)
631,631,1151538.902119193,35.5382113037756,129.329513246141,19,삼산동,POINT (129.329513246141 35.5382113037756)
632,632,1152293.011651534,35.5386400071978,129.333762065773,12,삼산동,POINT (129.333762065773 35.5386400071978)
633,633,1152751.423149905,35.5328019079249,129.331857133108,4,대현동,POINT (129.331857133108 35.5328019079249)
634,634,1153017.377168996,35.544952796522,129.330075404043,7,삼산동,POINT (129.330075404043 35.544952796522)
635,635,1154718.29757544,35.5377142125155,129.331604897208,9,삼산동,POINT (129.331604897208 35.5377142125155)
636,636,1156472.575078934,35.5376411923849,129.345753876355,7,삼산동,POINT (129.345753876355 35.5376411923849)
637,637,1157365.327516209,35.5381659213983,129.331143852759,10,삼산동,POINT (129.331143852759 35.5381659213983)
638,638,1158770.806658131,35.5376618761367,129.339171567784,5,삼산동,POINT (129.339171567784 35.5376618761367)
639,639,1165475.536008796,35.5335556550452,129.337888874365,7,삼산동,POINT (129.337888874365 35.5335556550452)
640,640,1173446.870375659,35.5440622146513,129.331057042762,13,삼산동,POINT (129.331057042762 35.5440622146513)
641,641,1174496.644295302,35.5386916753627,129.33394279928,13,삼산동,POINT (129.33394279928 35.5386916753627)
642,642,1175584.024114544,35.5334553671676,129.331638767839,24,삼산동,POINT (129.331638767839 35.5334553671676)
643,643,1177799.290093579,35.5392687860609,129.34023192337,13,삼산동,POINT (129.34023192337 35.5392687860609)
644,644,1180418.932993867,35.5382641474866,129.329116989994,3,삼산동,POINT (129.329116989994 35.5382641474866)
645,645,1181022.195072287,35.5437365989319,129.330698384337,10,삼산동,POINT (129.330698384337 35.5437365989319)
646,646,1188979.67735177,35.5384602381205,129.334316989893,7,삼산동,POINT (129.334316989893 35.5384602381205)
647,647,1189223.716840761,35.5398071903148,129.347675171153,12,삼산동,POINT (129.347675171153 35.5398071903148)
648,648,1192777.605938757,35.5397795436136,129.350835484064,14,삼산동,POINT (129.350835484064 35.5397795436136)
649,649,1193204.267088108,35.5382111351239,129.330027351356,8,삼산동,POINT (129.330027351356 35.5382111351239)
650,650,1197330.12779957,35.5378612461052,129.330609703295,10,삼산동,POINT (129.330609703295 35.5378612461052)
651,651,398234.7937048064,35.533359900127,129.323147943262,8,달동,POINT (129.323147943262 35.533359900127)
652,652,400807.3817762399,35.5345655287979,129.316559979939,11,달동,POINT (129.316559979939 35.5345655287979)
653,653,484494.5299004689,35.5335307647195,129.316290572311,14,달동,POINT (129.316290572311 35.5335307647195)
654,654,486928.1045751635,35.533541543977,129.316546771858,10,달동,POINT (129.316546771858 35.533541543977)
655,655,500600.7208650381,35.5348753005334,129.316036983622,4,달동,POINT (129.316036983622 35.5348753005334)
656,656,501342.8827215756,35.5351168698553,129.318498500926,10,달동,POINT (129.318498500926 35.5351168698553)
657,657,501723.4775947913,35.5347214402536,129.316162834783,3,달동,POINT (129.316162834783 35.5347214402536)
658,658,519630.4849884526,35.5333010055882,129.321711721405,10,달동,POINT (129.321711721405 35.5333010055882)
659,659,525780.6826434277,35.5361802016047,129.316807767685,13,달동,POINT (129.316807767685 35.5361802016047)
660,660,532492.0628541574,35.5354251056976,129.319258085763,12,달동,POINT (129.319258085763 35.5354251056976)
661,661,533884.7055919023,35.5372516003676,129.321615900968,15,달동,POINT (129.321615900968 35.5372516003676)
662,662,537408.6172032976,35.5341465553763,129.316723283654,13,달동,POINT (129.316723283654 35.5341465553763)
663,663,539736.889529645,35.5346361554584,129.316192747591,1,달동,POINT (129.316192747591 35.5346361554584)
664,664,542577.2418990204,35.5346969818269,129.317700484731,8,달동,POINT (129.317700484731 35.5346969818269)
665,665,545170.232425901,35.5338186000689,129.31644032342,7,달동,POINT (129.31644032342 35.5338186000689)
666,666,559794.3274174822,35.5336333434099,129.31625043732,11,달동,POINT (129.31625043732 35.5336333434099)
667,667,563750.2525762779,35.5372820177928,129.3265169996,11,달동,POINT (129.3265169996 35.5372820177928)
668,668,577595.3792369661,35.53445679304,129.316263336517,21,달동,POINT (129.316263336517 35.53445679304)
669,669,582183.7736731353,35.5368247385895,129.313577682107,5,달동,POINT (129.313577682107 35.5368247385895)
670,670,582539.5575848225,35.5360534366828,129.315307217484,7,달동,POINT (129.315307217484 35.5360534366828)
671,671,584245.791796045,35.5342416628921,129.326222563483,7,달동,POINT (129.326222563483 35.5342416628921)
672,672,592115.5144652781,35.5326987126447,129.321905818877,5,달동,POINT (129.321905818877 35.5326987126447)
673,673,592260.9529900864,35.5356045057889,129.319552226042,13,달동,POINT (129.319552226042 35.5356045057889)
