,number,aver_price,lat,long,demand,region,geometry
934,934,1211107.0,35.5406112086725,129.323173868959,12,달동,POINT (129.323173868959 35.5406112086725)
935,935,1212092.0,35.535160473454,129.319682019947,13,달동,POINT (129.319682019947 35.535160473454)
936,936,1214122.0,35.5329792139554,129.315411236663,10,달동,POINT (129.315411236663 35.5329792139554)
937,937,1214357.441442283,35.5349153572781,129.318832528306,10,달동,POINT (129.318832528306 35.5349153572781)
938,938,1215986.0,35.5353799574907,129.319680860214,14,달동,POINT (129.319680860214 35.5353799574907)
939,939,1216993.245129236,35.539193513627,129.326121498968,8,달동,POINT (129.326121498968 35.539193513627)
940,940,1222506.661093987,35.5336923842268,129.316621670213,8,달동,POINT (129.316621670213 35.5336923842268)
941,941,1224743.980071962,35.5350305520125,129.32279157673,10,달동,POINT (129.32279157673 35.5350305520125)
942,942,1227905.52166432,35.532874287015,129.326744617387,7,달동,POINT (129.326744617387 35.532874287015)
943,943,1231912.397340634,35.5320901800321,129.325003325469,12,달동,POINT (129.325003325469 35.5320901800321)
944,944,1234144.669180665,35.5318253402798,129.325403378987,8,달동,POINT (129.325403378987 35.5318253402798)
945,945,1234148.254673814,35.5367994031893,129.325258280268,8,달동,POINT (129.325258280268 35.5367994031893)
946,946,1234920.117378546,35.5341659870679,129.32594002168,11,달동,POINT (129.32594002168 35.5341659870679)
947,947,1235448.742020278,35.5324859853619,129.326523331616,13,달동,POINT (129.326523331616 35.5324859853619)
948,948,1236214.0,35.5350462394459,129.318781135379,12,달동,POINT (129.318781135379 35.5350462394459)
949,949,1238894.0,35.5364852051931,129.32314967792,23,달동,POINT (129.32314967792 35.5364852051931)
950,950,1241564.284478283,35.5322950101761,129.322848382158,7,달동,POINT (129.322848382158 35.5322950101761)
951,951,1242196.048143142,35.5368542236283,129.324361175545,10,달동,POINT (129.324361175545 35.5368542236283)
952,952,1243781.094527363,35.5370015033873,129.327727841113,10,달동,POINT (129.327727841113 35.5370015033873)
953,953,1246431.307012046,35.5394472592176,129.327095185985,10,달동,POINT (129.327095185985 35.5394472592176)
954,954,1246622.0,35.5365245914299,129.323309767688,13,달동,POINT (129.323309767688 35.5365245914299)
955,955,1251473.655572685,35.5311644455021,129.32579845371,7,달동,POINT (129.32579845371 35.5311644455021)
956,956,1252295.875772249,35.5320411316341,129.323987368693,10,달동,POINT (129.323987368693 35.5320411316341)
957,957,1252505.01002004,35.5345541713806,129.322910969512,7,달동,POINT (129.322910969512 35.5345541713806)
958,958,1252830.188679245,35.5318244347361,129.324747201629,7,달동,POINT (129.324747201629 35.5318244347361)
959,959,1255560.33864256,35.5309384678673,129.326335103903,16,달동,POINT (129.326335103903 35.5309384678673)
960,960,1258878.275777614,35.5362181178074,129.322587057352,9,달동,POINT (129.322587057352 35.5362181178074)
961,961,1264956.458121917,35.5329211456478,129.321881638805,23,달동,POINT (129.321881638805 35.5329211456478)
962,962,1267351.660315732,35.5362685157093,129.323929020713,13,달동,POINT (129.323929020713 35.5362685157093)
963,963,1269049.598226656,35.5329846956364,129.322732696824,13,달동,POINT (129.322732696824 35.5329846956364)
964,964,1270877.0,35.5351518109298,129.322139044217,24,달동,POINT (129.322139044217 35.5351518109298)
965,965,1272337.383845604,35.5369292520197,129.319510086664,7,달동,POINT (129.319510086664 35.5369292520197)
966,966,1273084.479371316,35.5356010691023,129.326010835452,7,달동,POINT (129.326010835452 35.5356010691023)
967,967,1273351.763424646,35.5348044438485,129.319244669375,12,달동,POINT (129.319244669375 35.5348044438485)
968,968,1273833.671399594,35.5316484729812,129.327222533369,15,달동,POINT (129.327222533369 35.5316484729812)
969,969,1275510.204081633,35.5315963059905,129.326703093543,7,달동,POINT (129.326703093543 35.5315963059905)
970,970,1280076.997112609,35.5313786537815,129.325866985582,10,달동,POINT (129.325866985582 35.5313786537815)
971,971,1284149.565655294,35.5311981948743,129.325928122603,16,달동,POINT (129.325928122603 35.5311981948743)
972,972,1285147.490081077,35.5329153743801,129.326210962469,12,달동,POINT (129.326210962469 35.5329153743801)
973,973,1286438.025516564,35.5392208708334,129.321919899399,11,달동,POINT (129.321919899399 35.5392208708334)
974,974,1287172.658677319,35.5328987192108,129.31544621088,10,달동,POINT (129.31544621088 35.5328987192108)
975,975,1291104.55311973,35.5317415372205,129.327021329067,8,달동,POINT (129.327021329067 35.5317415372205)
976,976,1291238.507301244,35.5368296926067,129.32814634344,13,달동,POINT (129.32814634344 35.5368296926067)
977,977,1294879.340788699,35.5321572017829,129.323090950146,2,달동,POINT (129.323090950146 35.5321572017829)
978,978,1298107.688088491,35.5337305530079,129.322591761509,12,달동,POINT (129.322591761509 35.5337305530079)
979,979,1299213.633853194,35.531370852616,129.326625964291,17,달동,POINT (129.326625964291 35.531370852616)
980,980,1303155.0,35.5359744740197,129.328422582889,8,달동,POINT (129.328422582889 35.5359744740197)
981,981,1303697.371233169,35.536313395459,129.328346856149,10,달동,POINT (129.328346856149 35.536313395459)
982,982,1304323.539269355,35.5323822346008,129.326124411032,12,달동,POINT (129.326124411032 35.5323822346008)
983,983,1307317.0,35.5364358716849,129.324605911617,12,달동,POINT (129.324605911617 35.5364358716849)
984,984,1310461.0,35.5351038358683,129.322266021675,13,달동,POINT (129.322266021675 35.5351038358683)
985,985,1313598.519888991,35.5324830440496,129.32689734153,24,달동,POINT (129.32689734153 35.5324830440496)
986,986,1316864.95322859,35.5348446113524,129.316919026823,10,달동,POINT (129.316919026823 35.5348446113524)
987,987,1319227.0,35.5359219667948,129.320670381871,24,달동,POINT (129.320670381871 35.5359219667948)
988,988,1319565.217391304,35.5325231899135,129.324984465569,12,달동,POINT (129.324984465569 35.5325231899135)
989,989,1320243.737305349,35.5344300555041,129.327115572106,9,달동,POINT (129.327115572106 35.5344300555041)
990,990,1322606.59694288,35.5342971029862,129.322167167876,12,달동,POINT (129.322167167876 35.5342971029862)
991,991,1328368.722954614,35.535030437425,129.325596297598,12,달동,POINT (129.325596297598 35.535030437425)
992,992,1334626.576139671,35.5381972247286,129.322330032755,13,달동,POINT (129.322330032755 35.5381972247286)
993,993,1335382.0,35.5349695849638,129.322139146833,16,달동,POINT (129.322139146833 35.5349695849638)
994,994,1336993.543795435,35.53703377828,129.325998735869,8,달동,POINT (129.325998735869 35.53703377828)
995,995,1338199.513381995,35.5368780225016,129.327247150662,11,달동,POINT (129.327247150662 35.5368780225016)
996,996,1345052.603542416,35.5364047863029,129.328311397956,14,달동,POINT (129.328311397956 35.5364047863029)
997,997,1347040.056717476,35.531780480058,129.327171113479,15,달동,POINT (129.327171113479 35.531780480058)
998,998,1347047.684627302,35.5320581477677,129.324872368807,13,달동,POINT (129.324872368807 35.5320581477677)
999,999,1347718.957664452,35.5373791507956,129.326400126612,8,달동,POINT (129.326400126612 35.5373791507956)
1000,1000,1349482.4190101,35.5316185463004,129.325488783469,12,달동,POINT (129.325488783469 35.5316185463004)
1001,1001,1351157.107948828,35.5324030964915,129.325611464146,12,달동,POINT (129.325611464146 35.5324030964915)
1002,1002,1363090.613743908,35.5368917156741,129.324503164869,12,달동,POINT (129.324503164869 35.5368917156741)
1003,1003,1364012.0,35.5376739452694,129.327532345396,14,달동,POINT (129.327532345396 35.5376739452694)
1004,1004,1369318.181818182,35.5372803970398,129.313431529851,12,달동,POINT (129.313431529851 35.5372803970398)
1005,1005,1372171.40105922,35.5407939417587,129.324004401486,13,달동,POINT (129.324004401486 35.5407939417587)
1006,1006,1372678.558320488,35.5330562475118,129.315080245024,8,달동,POINT (129.315080245024 35.5330562475118)
1007,1007,1374654.055533591,35.5322290396662,129.325535563406,7,달동,POINT (129.325535563406 35.5322290396662)
1008,1008,1379475.799196306,35.5393494274047,129.327131804809,15,달동,POINT (129.327131804809 35.5393494274047)
1009,1009,1387349.149535967,35.5325614509968,129.325404015871,8,달동,POINT (129.325404015871 35.5325614509968)
1010,1010,1405726.076863554,35.5408946923151,129.323967461074,13,달동,POINT (129.323967461074 35.5408946923151)
1011,1011,1407094.099417899,35.5312621520245,129.326818995523,23,달동,POINT (129.326818995523 35.5312621520245)
1012,1012,1410381.381747289,35.5347297776361,129.324529649226,8,달동,POINT (129.324529649226 35.5347297776361)
1013,1013,1410646.670131413,35.5314144565655,129.32599662037,13,달동,POINT (129.32599662037 35.5314144565655)
1014,1014,1419647.927314026,35.5366437095011,129.324497112001,9,달동,POINT (129.324497112001 35.5366437095011)
1015,1015,1422361.615494663,35.5353790417565,129.328672116839,12,달동,POINT (129.328672116839 35.5353790417565)
1016,1016,1427551.748750892,35.5366750093656,129.324076964667,12,달동,POINT (129.324076964667 35.5366750093656)
1017,1017,1428704.827715006,35.5318555026528,129.323168600851,23,달동,POINT (129.323168600851 35.5318555026528)
1018,1018,1429404.900816803,35.5346864380831,129.322407341589,12,달동,POINT (129.322407341589 35.5346864380831)
1019,1019,1431411.530815109,35.5346507079271,129.326092441664,7,달동,POINT (129.326092441664 35.5346507079271)
1020,1020,1432138.0,35.5403318425505,129.32233494215,7,달동,POINT (129.32233494215 35.5403318425505)
1021,1021,1442803.160425971,35.5327370352292,129.326798242107,2,달동,POINT (129.326798242107 35.5327370352292)
1022,1022,1448181.0,35.5368421670066,129.326170898793,12,달동,POINT (129.326170898793 35.5368421670066)
1023,1023,1449532.80989093,35.5352532192919,129.324677494973,7,달동,POINT (129.324677494973 35.5352532192919)
1024,1024,1449935.906566016,35.5369756957296,129.326683416105,14,달동,POINT (129.326683416105 35.5369756957296)
1025,1025,1450156.624285977,35.531887003375,129.323435734652,6,달동,POINT (129.323435734652 35.531887003375)
1026,1026,1451983.131372444,35.5312264366661,129.326681879799,15,달동,POINT (129.326681879799 35.5312264366661)
1027,1027,1458512.776342234,35.5360649841114,129.327793148367,9,달동,POINT (129.327793148367 35.5360649841114)
1028,1028,1458694.396302715,35.5373336851816,129.326241571641,9,달동,POINT (129.326241571641 35.5373336851816)
1029,1029,1467929.71292212,35.5314347322548,129.325554753769,13,달동,POINT (129.325554753769 35.5314347322548)
1030,1030,1469676.848162904,35.5311687693558,129.326087297493,14,달동,POINT (129.326087297493 35.5311687693558)
1031,1031,1469814.0,35.5362591210853,129.321636618505,7,달동,POINT (129.321636618505 35.5362591210853)
1032,1032,1476321.671778344,35.5320471856605,129.326253438403,7,달동,POINT (129.326253438403 35.5320471856605)
1033,1033,1484619.0,35.5364564174361,129.323583303667,16,달동,POINT (129.323583303667 35.5364564174361)
1034,1034,1486342.0,35.5358247897977,129.322479577102,15,달동,POINT (129.322479577102 35.5358247897977)
1035,1035,508325.3282100544,35.546246141696,129.32249483231,18,신정5동,POINT (129.32249483231 35.546246141696)
1036,1036,592768.2276229996,35.5426217667521,129.325738834191,10,신정5동,POINT (129.325738834191 35.5426217667521)
1037,1037,717849.6700466764,35.5459563734655,129.323985563989,13,신정5동,POINT (129.323985563989 35.5459563734655)
1038,1038,753121.4903877915,35.5450791053495,129.322293774307,7,신정5동,POINT (129.322293774307 35.5450791053495)
1039,1039,800480.2881729037,35.5428662295881,129.325431886501,18,신정5동,POINT (129.325431886501 35.5428662295881)
1040,1040,800964.798507293,35.5459406384732,129.323457718341,12,신정5동,POINT (129.323457718341 35.5459406384732)
1041,1041,833188.6825203956,35.5428788053013,129.325635397923,23,신정5동,POINT (129.325635397923 35.5428788053013)
1042,1042,888523.8557455387,35.5464119686587,129.319105648671,2,신정5동,POINT (129.319105648671 35.5464119686587)
1043,1043,902061.8556701031,35.5432032796955,129.319115743708,13,신정3동,POINT (129.319115743708 35.5432032796955)
1044,1044,921296.2962962964,35.5432448564147,129.319276768272,10,신정5동,POINT (129.319276768272 35.5432448564147)
1045,1045,925232.5160043484,35.5459671783067,129.321961155032,8,신정5동,POINT (129.321961155032 35.5459671783067)
1046,1046,952380.9523809523,35.5450151382981,129.324074344572,7,신정5동,POINT (129.324074344572 35.5450151382981)
1047,1047,959720.5096588574,35.5462580159962,129.322333017985,13,신정5동,POINT (129.322333017985 35.5462580159962)
1048,1048,966767.3716012085,35.5447355558623,129.323895762269,7,신정5동,POINT (129.323895762269 35.5447355558623)
1049,1049,990437.1584699452,35.5461982409313,129.319352726657,8,신정5동,POINT (129.319352726657 35.5461982409313)
1050,1050,1006574.0,35.5422662381144,129.325807386878,7,신정5동,POINT (129.325807386878 35.5422662381144)
1051,1051,1024011.0,35.5417408986613,129.32588274693,7,신정5동,POINT (129.32588274693 35.5417408986613)
1052,1052,1027495.005232613,35.5407197819905,129.32158337357,8,신정5동,POINT (129.32158337357 35.5407197819905)
1053,1053,1062603.378276778,35.5441810127921,129.320755140344,8,신정5동,POINT (129.320755140344 35.5441810127921)
1054,1054,1092358.949150691,35.5460940230612,129.321910865516,12,신정5동,POINT (129.321910865516 35.5460940230612)
1055,1055,1094564.016207967,35.5458681554694,129.321999661441,8,신정5동,POINT (129.321999661441 35.5458681554694)
1056,1056,1112416.223312375,35.5411234303184,129.324007042985,19,신정5동,POINT (129.324007042985 35.5411234303184)
1057,1057,1139622.086611279,35.5419030317488,129.326039622613,15,신정5동,POINT (129.326039622613 35.5419030317488)
1058,1058,1179222.058099458,35.544847976396,129.324041832324,8,신정5동,POINT (129.324041832324 35.544847976396)
1059,1059,1180369.662205226,35.5424952431988,129.323310795606,8,신정5동,POINT (129.323310795606 35.5424952431988)
1060,1060,1190476.0,35.5421948364123,129.32400800148,8,신정5동,POINT (129.32400800148 35.5421948364123)
1061,1061,1194409.14866582,35.544141077168,129.320166882238,8,신정5동,POINT (129.320166882238 35.544141077168)
1062,1062,1204227.44864543,35.5450357239012,129.324580692662,10,신정5동,POINT (129.324580692662 35.5450357239012)
1063,1063,1228714.0,35.5423975503194,129.325723721007,10,신정5동,POINT (129.325723721007 35.5423975503194)
1064,1064,1237562.189054726,35.5407853348576,129.322695995296,15,신정5동,POINT (129.322695995296 35.5407853348576)
1065,1065,443451.802939082,35.5313694735506,129.313370871316,17,신정4동,POINT (129.313370871316 35.5313694735506)
1066,1066,464453.0454267672,35.5326692319922,129.309615215769,10,신정4동,POINT (129.309615215769 35.5326692319922)
1067,1067,508024.9966281527,35.5274731974343,129.311601815356,1,신정4동,POINT (129.311601815356 35.5274731974343)
1068,1068,518026.4638131462,35.5318493309659,129.315216534836,7,신정4동,POINT (129.315216534836 35.5318493309659)
1069,1069,519782.0844869162,35.5311265608839,129.311544319378,8,신정4동,POINT (129.311544319378 35.5311265608839)
1070,1070,528692.5107683757,35.5318058203066,129.313176182378,10,신정4동,POINT (129.313176182378 35.5318058203066)
1071,1071,545403.0315908769,35.5320609711101,129.31526759316,12,달동,POINT (129.31526759316 35.5320609711101)
1072,1072,587434.3512935227,35.5303868036545,129.311579095904,11,신정4동,POINT (129.311579095904 35.5303868036545)
1073,1073,597574.5970958992,35.5311777326729,129.31554903724,7,신정4동,POINT (129.31554903724 35.5311777326729)
1074,1074,606656.8289883587,35.5275604691468,129.312576040387,10,신정4동,POINT (129.312576040387 35.5275604691468)
1075,1075,607881.9752749129,35.5325735756497,129.314897437278,7,신정4동,POINT (129.314897437278 35.5325735756497)
1076,1076,641821.9461697723,35.5311853698645,129.308759894948,10,신정4동,POINT (129.308759894948 35.5311853698645)
1077,1077,649148.3174075611,35.5307687522624,129.313972702454,6,신정4동,POINT (129.313972702454 35.5307687522624)
1078,1078,664468.4252597921,35.5270681245463,129.317219920663,10,신정4동,POINT (129.317219920663 35.5270681245463)
1079,1079,677228.0896794514,35.5312274814579,129.312824937111,12,신정4동,POINT (129.312824937111 35.5312274814579)
1080,1080,679061.4901887323,35.5234708669144,129.313001599708,23,신정4동,POINT (129.313001599708 35.5234708669144)
1081,1081,697285.4753634376,35.5303589323625,129.316128633079,10,신정4동,POINT (129.316128633079 35.5303589323625)
1082,1082,706795.0951707816,35.5248509448214,129.313815347277,4,신정4동,POINT (129.313815347277 35.5248509448214)
1083,1083,715255.7718424627,35.5315826256456,129.313253899486,13,신정4동,POINT (129.313253899486 35.5315826256456)
1084,1084,731881.4709032489,35.531146673862,129.31344767501,11,신정4동,POINT (129.31344767501 35.531146673862)
1085,1085,737993.5566044805,35.5310753951807,129.320288263919,15,신정4동,POINT (129.320288263919 35.5310753951807)
1086,1086,739201.5260934731,35.5317397331005,129.318558817116,15,신정4동,POINT (129.318558817116 35.5317397331005)
1087,1087,777202.07253886,35.5311894253861,129.312689120511,8,신정4동,POINT (129.312689120511 35.5311894253861)
1090,1090,827617.4820021541,35.5272311423413,129.313795597857,16,신정4동,POINT (129.313795597857 35.5272311423413)
1091,1091,832935.1807612678,35.5268377842715,129.315509004961,8,신정4동,POINT (129.315509004961 35.5268377842715)
1092,1092,836467.7482737326,35.5320891282793,129.315374770832,7,달동,POINT (129.315374770832 35.5320891282793)
1093,1093,838014.2705328678,35.5270801969155,129.312278359444,10,신정4동,POINT (129.312278359444 35.5270801969155)
1094,1094,839424.3947007766,35.5233700692099,129.313057805856,12,신정4동,POINT (129.313057805856 35.5233700692099)
1095,1095,847502.6567481403,35.5315502222712,129.320899756697,13,신정4동,POINT (129.320899756697 35.5315502222712)
1096,1096,854700.8547008546,35.5282298415921,129.310734254635,19,신정4동,POINT (129.310734254635 35.5282298415921)
1097,1097,855374.2262239731,35.5315077756231,129.312967706808,8,신정4동,POINT (129.312967706808 35.5315077756231)
1098,1098,865453.9626572642,35.5247871730873,129.314213134033,18,신정4동,POINT (129.314213134033 35.5247871730873)
1099,1099,869349.2300049678,35.5236066670469,129.313097694211,13,신정4동,POINT (129.313097694211 35.5236066670469)
1100,1100,877662.9270137402,35.5316261125207,129.314359730458,19,신정4동,POINT (129.314359730458 35.5316261125207)
1101,1101,878023.9839182977,35.5335579770154,129.314055789645,8,신정4동,POINT (129.314055789645 35.5335579770154)
1102,1102,878234.037502967,35.5336904823519,129.314004335881,23,신정4동,POINT (129.314004335881 35.5336904823519)
1103,1103,883495.6623556338,35.5248772575361,129.31393345121,12,신정4동,POINT (129.31393345121 35.5248772575361)
1104,1104,893990.6898011003,35.5245648806914,129.313902723564,8,신정4동,POINT (129.313902723564 35.5245648806914)
1105,1105,916206.5408652388,35.5309296204326,129.320346563756,11,신정4동,POINT (129.320346563756 35.5309296204326)
1106,1106,916349.4952837995,35.5315266545937,129.322744451519,13,신정4동,POINT (129.322744451519 35.5315266545937)
1107,1107,933762.0578778136,35.5293753451532,129.322129566026,6,신정4동,POINT (129.322129566026 35.5293753451532)
1108,1108,945017.1821305844,35.5275806857235,129.314989751228,12,신정4동,POINT (129.314989751228 35.5275806857235)
1109,1109,946780.7080066523,35.53175155622,129.31286793391,11,신정4동,POINT (129.31286793391 35.53175155622)
1110,1110,957026.6347095163,35.5325743002523,129.30965255383,7,신정4동,POINT (129.30965255383 35.5325743002523)
1111,1111,957434.536855462,35.5278369414015,129.312253838879,10,신정4동,POINT (129.312253838879 35.5278369414015)
1112,1112,958918.8029604205,35.5283918028972,129.311589154789,7,신정4동,POINT (129.311589154789 35.5283918028972)
1113,1113,979194.74393531,35.531190546277,129.31049875881,12,신정4동,POINT (129.31049875881 35.531190546277)
1114,1114,993057.1363532894,35.5254966007184,129.315025916604,10,신정4동,POINT (129.315025916604 35.5254966007184)
1115,1115,994707.6452209399,35.5288386251797,129.319932410972,8,신정4동,POINT (129.319932410972 35.5288386251797)
1116,1116,1000148.83167138,35.5329785873096,129.310910251032,7,신정4동,POINT (129.310910251032 35.5329785873096)
1117,1117,1017626.749045975,35.5277261648241,129.312268024816,10,신정4동,POINT (129.312268024816 35.5277261648241)
1118,1118,1019367.991845056,35.5314667617072,129.322585008527,5,신정4동,POINT (129.322585008527 35.5314667617072)
1119,1119,1022100.925777278,35.527472021087,129.314956487497,8,신정4동,POINT (129.314956487497 35.527472021087)
1120,1120,1027579.597486956,35.5243578806076,129.314355753496,8,수암동,POINT (129.314355753496 35.5243578806076)
1121,1121,1029320.863232014,35.5272222827245,129.311686089634,22,신정4동,POINT (129.311686089634 35.5272222827245)
1122,1122,1033155.248271527,35.5313374411192,129.322597553966,17,신정4동,POINT (129.322597553966 35.5313374411192)
1123,1123,1035271.457806669,35.5269153283281,129.312663756174,11,신정4동,POINT (129.312663756174 35.5269153283281)
1124,1124,1039756.827173598,35.5267889104397,129.312631462976,7,신정4동,POINT (129.312631462976 35.5267889104397)
1125,1125,1040791.100123609,35.5318384914412,129.321198522083,7,신정4동,POINT (129.321198522083 35.5318384914412)
1126,1126,1044932.079414838,35.5329027840688,129.310998798627,10,신정4동,POINT (129.310998798627 35.5329027840688)
1127,1127,1046941.564182944,35.5308879704127,129.311656313926,8,신정4동,POINT (129.311656313926 35.5308879704127)
1128,1128,1051122.790253225,35.5293512569115,129.321007583024,9,신정4동,POINT (129.321007583024 35.5293512569115)
1129,1129,1058548.009367682,35.5321222934885,129.322245251059,9,달동,POINT (129.322245251059 35.5321222934885)
1130,1130,1066317.463286877,35.5337233132253,129.313863332845,16,신정4동,POINT (129.313863332845 35.5337233132253)
1131,1131,1071947.674418605,35.5311004356172,129.313312863821,13,신정4동,POINT (129.313312863821 35.5311004356172)
1132,1132,1074135.0,35.5309134517762,129.314532306158,12,신정4동,POINT (129.314532306158 35.5309134517762)
1133,1133,1074820.477183229,35.530454351088,129.321599447712,7,신정4동,POINT (129.321599447712 35.530454351088)
1134,1134,1076870.978665764,35.5253699037972,129.316504252067,10,신정4동,POINT (129.316504252067 35.5253699037972)
1135,1135,1078069.604225454,35.5330031707442,129.310645312319,12,신정4동,POINT (129.310645312319 35.5330031707442)
1136,1136,1080587.474317023,35.5292783020844,129.322014993699,7,신정4동,POINT (129.322014993699 35.5292783020844)
1137,1137,1082251.082251082,35.5277506456689,129.313398954093,10,신정4동,POINT (129.313398954093 35.5277506456689)
1138,1138,1099361.323421631,35.5276832417709,129.313972777604,12,신정4동,POINT (129.313972777604 35.5276832417709)
1139,1139,1099816.892811869,35.5310923545369,129.320957490979,8,신정4동,POINT (129.320957490979 35.5310923545369)
1140,1140,1102669.850227914,35.5311695161358,129.32065080541,13,신정4동,POINT (129.32065080541 35.5311695161358)
1141,1141,1108789.039823523,35.5291310806091,129.317168991093,7,신정4동,POINT (129.317168991093 35.5291310806091)
1142,1142,1120391.118354044,35.5273794533414,129.313147148621,8,신정4동,POINT (129.313147148621 35.5273794533414)
1143,1143,1122520.013922729,35.5311792426586,129.322392205899,21,신정4동,POINT (129.322392205899 35.5311792426586)
1144,1144,1135930.471906686,35.5296227375351,129.322510713525,10,대현동,POINT (129.322510713525 35.5296227375351)
1145,1145,1141701.157977957,35.5271088500098,129.314843854235,18,신정4동,POINT (129.314843854235 35.5271088500098)
1146,1146,1141784.801826856,35.5310307266359,129.31131432514,10,신정4동,POINT (129.31131432514 35.5310307266359)
1147,1147,1147178.352795926,35.5312637511662,129.320990721172,11,신정4동,POINT (129.320990721172 35.5312637511662)
1148,1148,1152124.924619926,35.5268051255317,129.312777238557,24,신정4동,POINT (129.312777238557 35.5268051255317)
1149,1149,1152955.392206223,35.526933398041,129.311874179281,1,신정4동,POINT (129.311874179281 35.526933398041)
1150,1150,1154492.977591928,35.5270055064649,129.316497861874,9,신정4동,POINT (129.316497861874 35.5270055064649)
1151,1151,1161016.25010311,35.5308791051548,129.320157832703,12,신정4동,POINT (129.320157832703 35.5308791051548)
1152,1152,1164984.822380835,35.5315258492982,129.321152257354,16,신정4동,POINT (129.321152257354 35.5315258492982)
1153,1153,1184224.627585468,35.5312157455685,129.31015573415,7,신정4동,POINT (129.31015573415 35.5312157455685)
1154,1154,1187405.496753536,35.5268656308538,129.312976146981,18,신정4동,POINT (129.312976146981 35.5268656308538)
1155,1155,1191051.022050539,35.5313011692295,129.321133543562,12,신정4동,POINT (129.321133543562 35.5313011692295)
1156,1156,1193529.295719077,35.5274750535774,129.314470495676,13,신정4동,POINT (129.314470495676 35.5274750535774)
1157,1157,1194921.583271098,35.5253813975646,129.31503948089,12,신정4동,POINT (129.31503948089 35.5253813975646)
1158,1158,1198439.241917503,35.527132412673,129.314502122314,20,신정4동,POINT (129.314502122314 35.527132412673)
1159,1159,1200152.885717926,35.5270745225427,129.316167232021,11,신정4동,POINT (129.316167232021 35.5270745225427)
1160,1160,1206557.902753838,35.5263661617269,129.3175359518,10,신정4동,POINT (129.3175359518 35.5263661617269)
1161,1161,1209647.947374832,35.5315731423724,129.322053438728,4,신정4동,POINT (129.322053438728 35.5315731423724)
1162,1162,1211676.152010281,35.5269398944194,129.312049767136,21,신정4동,POINT (129.312049767136 35.5269398944194)
1163,1163,1214388.489208633,35.5323323380831,129.309014019096,9,신정4동,POINT (129.309014019096 35.5323323380831)
1164,1164,1215416.0,35.5256972924043,129.315136724336,14,신정4동,POINT (129.315136724336 35.5256972924043)
1165,1165,1223404.255319149,35.5317457967532,129.312191361996,14,신정4동,POINT (129.312191361996 35.5317457967532)
1166,1166,1233972.004784789,35.5307230289286,129.320477904977,13,신정4동,POINT (129.320477904977 35.5307230289286)
1167,1167,1247647.0,35.5312507931649,129.312165296559,7,신정4동,POINT (129.312165296559 35.5312507931649)
1168,1168,1253815.961622329,35.5268526008285,129.31240103216,19,신정4동,POINT (129.31240103216 35.5268526008285)
1169,1169,1262116.973521566,35.531240516366,129.312316904422,13,신정4동,POINT (129.312316904422 35.531240516366)
1170,1170,1264189.886480908,35.5324842188341,129.31495492769,13,신정4동,POINT (129.31495492769 35.5324842188341)
1171,1171,1267727.930535456,35.5266281281446,129.317103303851,7,신정4동,POINT (129.317103303851 35.5266281281446)
1172,1172,1270572.745227123,35.5310633340894,129.321842161737,15,신정4동,POINT (129.321842161737 35.5310633340894)
1173,1173,1271160.91330803,35.5303933750515,129.321438327289,8,신정4동,POINT (129.321438327289 35.5303933750515)
1174,1174,1283112.582781457,35.5295039741546,129.322331652961,15,신정4동,POINT (129.322331652961 35.5295039741546)
1175,1175,1284862.081272625,35.5310535171506,129.322428337114,18,신정4동,POINT (129.322428337114 35.5310535171506)
1176,1176,1295689.034631688,35.5294333410083,129.320630106233,5,신정4동,POINT (129.320630106233 35.5294333410083)
1177,1177,1297329.028470795,35.5318502064468,129.312140631917,18,신정4동,POINT (129.312140631917 35.5318502064468)
1178,1178,1302638.046862199,35.5279913247462,129.312226266454,11,신정4동,POINT (129.312226266454 35.5279913247462)
1179,1179,1325606.18172129,35.5322293244714,129.308139821731,8,신정4동,POINT (129.308139821731 35.5322293244714)
1180,1180,1339817.0,35.527144417749,129.315557188166,11,신정4동,POINT (129.315557188166 35.527144417749)
1182,1182,1353328.456474031,35.5312452316296,129.308239571014,8,신정4동,POINT (129.308239571014 35.5312452316296)
1183,1183,1361031.518624641,35.5273863778022,129.314366150848,9,신정4동,POINT (129.314366150848 35.5273863778022)
1184,1184,1372046.289238445,35.5312059402758,129.322850198995,14,신정4동,POINT (129.322850198995 35.5312059402758)
1185,1185,1386512.478612308,35.526890786206,129.312830715284,12,신정4동,POINT (129.312830715284 35.526890786206)
1186,1186,1391416.033393985,35.5306358167408,129.321712853337,10,신정4동,POINT (129.321712853337 35.5306358167408)
1187,1187,1397689.153932166,35.5312812032543,129.321842830573,7,신정4동,POINT (129.321842830573 35.5312812032543)
1188,1188,1403249.630723781,35.5273688589815,129.311635284498,8,신정4동,POINT (129.311635284498 35.5273688589815)
1189,1189,1419093.0,35.5319005948794,129.314696532094,12,신정4동,POINT (129.314696532094 35.5319005948794)
1190,1190,1420972.6443769,35.5311226719198,129.312285891756,10,신정4동,POINT (129.312285891756 35.5311226719198)
1191,1191,1441860.465116279,35.5323362939728,129.314445118012,7,신정4동,POINT (129.314445118012 35.5323362939728)
1192,1192,1443716.0,35.5275881338696,129.314661951082,7,신정4동,POINT (129.314661951082 35.5275881338696)
1193,1193,1451977.401129944,35.5299214239093,129.32110737893,11,신정4동,POINT (129.32110737893 35.5299214239093)
